title,magnitude_min,magnitude_max,date_time,cdi,mmi,tsunami,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,sig
"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.58,6.8,26-11-2015 05:45,very light,light,no,us,0,2.033,19.0,mww,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",South America,Brazil,691
"M 7.6 - 185 km WNW of Iñapari, Peru",7.53,7.71,24-11-2015 22:50,average,moderate,no,us,0,2.852,10.0,mww,620.56,-10.0598,-71.0184,"Iñapari, Peru",South America,Peru,896
"M 7.6 - 155 km WNW of Iñapari, Peru",7.5,7.73,24-11-2015 22:45,significant,average,yes,us,0,3.287,10.0,mww,606.21,-10.5372,-70.9437,"Iñapari, Peru",South America,Peru,957
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.73,6.92,18-11-2015 18:31,average,significant,yes,us,0,1.599,19.0,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",,Solomon Islands,715
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.37,6.6,17-11-2015 07:10,strong,strong,no,us,0,0.0,0.0,mww,11.0,38.67,20.6,"Lefkáda, Greece",Europe,Greece,1018
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.57,6.8,13-11-2015 20:51,average,moderate,no,us,0,1.444,17.0,mww,12.0,31.0009,128.873,"Makurazaki, Japan",,,702
"M 6.9 - 85 km NW of Coquimbo, Chile",6.8,7.03,11-11-2015 02:46,average,significant,no,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,"Coquimbo, Chile",,,744
"M 6.9 - 81 km NW of Coquimbo, Chile",6.82,7.0,11-11-2015 01:54,significant,significant,yes,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,"Coquimbo, Chile",,,761
"M 6.6 - Nicobar Islands, India region",6.47,6.71,08-11-2015 16:47,strong,moderate,no,us,0,2.792,31.0,mww,10.0,6.8431,94.648,"Nicobar Islands, India region",,,675
"M 6.8 - 39 km SW of Ovalle, Chile",6.72,6.89,07-11-2015 07:31,strong,strong,yes,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile,841
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.43,6.6,04-11-2015 03:44,average,strong,no,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,"Maubara, Timor Leste",,Indonesia,657
"M 7.5 - Hindu Kush region, Afghanistan",7.4,7.62,26-10-2015 09:09,very strong,strong,no,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan,1448
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",6.96,7.24,20-10-2015 21:52,significant,significant,yes,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,"Port-Olry, Vanuatu",,Vanuatu,780
"M 6.6 - 28 km N of Sorong, Indonesia",6.47,6.69,24-09-2015 15:53,strong,strong,no,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,"Sorong, Indonesia",,Indonesia,671
"M 6.6 - 22 km WSW of Illapel, Chile",6.53,6.72,21-09-2015 17:40,average,strong,yes,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,"Illapel, Chile",South America,Chile,820
"M 6.7 - 61 km WNW of Illapel, Chile",6.61,6.78,17-09-2015 04:10,average,strong,no,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,"Illapel, Chile",,Chile,718
"M 6.5 - 54 km WNW of Illapel, Chile",6.42,6.6,17-09-2015 03:55,significant,strong,no,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,"Illapel, Chile",,Chile,657
"M 7.0 - 25 km WNW of Illapel, Chile",6.87,7.08,16-09-2015 23:18,very strong,strong,no,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile,799
"M 8.3 - 48 km W of Illapel, Chile",8.23,8.41,16-09-2015 22:54,extremely strong,very strong,yes,us,0,0.684,19.0,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",,Chile,1960
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.6,6.79,13-09-2015 08:14,average,average,yes,us,0,1.256,123.0,mww,10.0,24.913,-109.623,"Topolobampo, Mexico",,,708
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.39,6.62,12-08-2015 18:49,no intensity,average,yes,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",,,650
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.52,6.73,10-08-2015 04:12,light,average,yes,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,"Malango, Solomon Islands",,,671
"M 7.0 - 234 km W of Abepura, Indonesia",6.91,7.14,27-07-2015 21:41,extremely strong,strong,yes,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,"Abepura, Indonesia",,Indonesia,762
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.78,6.98,27-07-2015 04:49,moderate,strong,yes,us,0,0.444,39.0,mww,29.0,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",,,734
"M 7.0 - 80 km WNW of Lata, Solomon Islands",6.9,7.07,18-07-2015 02:27,very strong,significant,yes,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,"Lata, Solomon Islands",,,759
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.38,6.61,16-07-2015 15:16,moderate,moderate,yes,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,"Bathsheba, Barbados",,,686
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.59,6.8,10-07-2015 04:12,moderate,average,yes,us,0,1.529,11.0,mww,12.0,-9.307,158.403,"Malango, Solomon Islands",,Solomon Islands,691
"M 6.5 - Bonin Islands, Japan region",6.4,6.63,23-06-2015 12:18,light,moderate,no,us,0,2.277,11.0,mww,460.0,27.7375,139.725,"Bonin Islands, Japan region",,,652
"M 7.8 - Bonin Islands, Japan region",7.68,7.93,30-05-2015 11:23,significant,light,yes,us,0,1.675,12.0,mww,664.0,27.8386,140.493,"Bonin Islands, Japan region",,,1151
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.72,6.92,29-05-2015 07:00,average,significant,yes,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",,,762
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.69,6.87,22-05-2015 23:59,extremely light,average,yes,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,"Kirakira, Solomon Islands",,,711
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.76,7.01,22-05-2015 21:45,extremely light,moderate,yes,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",,,732
"M 6.8 - 178 km W of Lata, Solomon Islands",6.7,6.91,20-05-2015 22:48,extremely light,moderate,yes,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,"Lata, Solomon Islands",,,711
"M 6.8 - 32 km SE of ?funato, Japan",6.73,6.92,12-05-2015 21:12,very strong,significant,yes,us,0,1.422,8.0,mww,35.0,38.9056,142.032,"?funato, Japan",Asia,Japan,831
M 7.3 - Nepal,7.21,7.38,12-05-2015 07:05,very strong,strong,no,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,Nepal,Asia,Nepal,1563
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",6.98,7.18,07-05-2015 07:10,extremely light,significant,yes,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,"Panguna, Papua New Guinea",,,776
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.41,7.63,05-05-2015 01:44,strong,very strong,yes,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,"Kokopo, Papua New Guinea",,Papua New Guinea,869
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.67,6.88,01-05-2015 08:06,average,significant,yes,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,"Kokopo, Papua New Guinea",,Papua New Guinea,714
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.57,6.81,30-04-2015 10:45,average,significant,yes,us,0,1.239,12.0,mww,31.0,-5.375,151.771,"Kokopo, Papua New Guinea",,Papua New Guinea,692
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.59,6.79,26-04-2015 07:09,strong,strong,no,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal,1016
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.5,6.71,25-04-2015 06:45,very strong,strong,no,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal,733
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.66,7.93,25-04-2015 06:11,very strong,extremely strong,no,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal,2820
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.38,6.61,17-04-2015 15:52,no intensity,average,yes,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,"Alo, Wallis and Futuna",,,650
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.41,6.57,30-03-2015 08:48,very light,average,yes,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,"Hihifo, Tonga",,,650
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.43,7.6,29-03-2015 23:48,significant,strong,yes,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,"Kokopo, Papua New Guinea",,Papua New Guinea,872
"M 7.0 - 150 km NNE of Maumere, Indonesia",6.9,7.12,27-02-2015 13:45,moderate,significant,no,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",,Indonesia,760
"M 6.7 - 83 km ENE of Miyako, Japan",6.62,6.81,16-02-2015 23:06,average,average,yes,us,0,1.925,20.0,mww,23.0,39.8558,142.881,"Miyako, Japan",,,714
"M 6.7 - 103 km W of El Aguilar, Argentina",6.58,6.81,11-02-2015 18:57,moderate,significant,yes,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina,700
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.68,6.88,23-01-2015 03:47,extremely light,moderate,yes,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",,Vanuatu,711
"M 6.5 - 236 km S of Punta de Burica, Panama",6.42,6.61,07-01-2015 05:07,extremely light,moderate,yes,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,"Punta de Burica, Panama",,,650
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.5,6.7,08-12-2014 08:54,strong,significant,yes,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,"Punta de Burica, Panama",,Panama,709
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.5,6.72,07-12-2014 01:22,extremely light,average,yes,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,"Panguna, Papua New Guinea",,,670
"M 6.6 - 106 km WSW of Sangay, Philippines",6.49,6.74,02-12-2014 05:11,extremely light,light,no,us,0,2.6,9.0,mww,614.0,6.1572,123.126,"Sangay, Philippines",,Philippines,670
"M 6.8 - 157 km NW of Ternate, Indonesia",6.69,6.93,26-11-2014 14:33,significant,average,yes,us,0,1.421,19.0,mww,39.0,1.9604,126.575,"Ternate, Indonesia",,Indonesia,713
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.42,6.61,21-11-2014 10:10,average,average,yes,us,0,1.549,9.0,mww,35.0,2.2999,127.056,"Tobelo, Indonesia",,Indonesia,652
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.63,6.81,16-11-2014 22:33,strong,moderate,yes,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,"Gisborne, New Zealand",,,698
"M 7.1 - 155 km NW of Ternate, Indonesia",7.02,7.2,15-11-2014 02:31,moderate,significant,yes,us,0,1.397,18.0,mww,45.0,1.8929,126.522,"Ternate, Indonesia",,Indonesia,779
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.51,6.73,07-11-2014 03:33,very light,significant,yes,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",,Papua New Guinea,671
M 7.1 - Fiji region,7.02,7.23,01-11-2014 18:57,light,significant,yes,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji region,,,776
"M 7.3 - 74 km S of Intipucá, El Salvador",7.23,7.4,14-10-2014 03:51,very strong,significant,yes,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,"Intipucá, El Salvador",,,982
"M 6.7 - 43 km NW of Piti Village, Guam",6.6,6.8,17-09-2014 06:14,average,average,yes,us,0,0.46,11.0,mww,130.0,13.7641,144.429,"Piti Village, Guam",,,724
"M 6.8 - 38 km NW of Aniso, Peru",6.67,6.89,24-08-2014 23:21,significant,significant,yes,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,"Aniso, Peru",South America,Peru,741
M 6.9 - Federated States of Micronesia region,6.83,6.99,03-08-2014 00:22,no intensity,moderate,yes,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia region,,,732
M 6.9 - Fiji region,6.81,6.98,21-07-2014 14:54,no intensity,significant,yes,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji region,,Fiji,732
"M 6.5 - 139 km ESE of Namie, Japan",6.41,6.57,11-07-2014 19:22,average,moderate,yes,us,0,2.421,9.0,mww,20.0,37.0052,142.452,"Namie, Japan",,,706
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.78,6.97,07-07-2014 11:23,very strong,strong,yes,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,"Puerto Madero, Mexico",,Mexico,1079
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.42,6.61,04-07-2014 15:00,no intensity,moderate,yes,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,"Kokopo, Papua New Guinea",,,650
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.62,6.8,29-06-2014 17:15,no intensity,average,yes,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",,,691
M 6.9 - South Sandwich Islands region,6.79,6.98,29-06-2014 07:52,no intensity,average,yes,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Sandwich Islands region,,,732
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.79,8.03,23-06-2014 20:53,significant,very strong,yes,us,0,0.133,22.0,mww,109.0,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,United States of America,963
"M 6.7 - Kermadec Islands, New Zealand",6.58,6.83,23-06-2014 20:06,no intensity,average,no,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",,,691
"M 6.5 - Kermadec Islands, New Zealand",6.41,6.63,23-06-2014 19:21,no intensity,average,no,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,"Kermadec Islands, New Zealand",,,650
"M 6.9 - Kermadec Islands, New Zealand",6.76,7.03,23-06-2014 19:19,no intensity,average,yes,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,"Kermadec Islands, New Zealand",,,732
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.77,6.98,24-05-2014 09:25,extremely strong,strong,no,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,"Kamariótissa, Greece",Europe,Greece,951
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.39,6.61,13-05-2014 06:35,strong,average,yes,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,"Punta de Burica, Panama",,,694
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.48,6.73,01-05-2014 06:36,no intensity,average,yes,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,"Isangel, Vanuatu",,,670
"M 6.5 - 107 km WSW of Vernon, Canada",6.36,6.64,24-04-2014 03:10,moderate,significant,yes,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,"Vernon, Canada",,,838
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.39,7.6,19-04-2014 13:28,no intensity,significant,yes,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",,,865
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.49,6.74,19-04-2014 01:04,no intensity,significant,yes,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,"Panguna, Papua New Guinea",,Papua New Guinea,670
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.08,7.27,18-04-2014 14:27,very strong,strong,yes,us,0,2.25,46.0,mww,24.0,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico,1017
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.5,6.73,13-04-2014 13:24,no intensity,significant,no,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,"Kirakira, Solomon Islands",,,670
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.33,7.49,13-04-2014 12:36,no intensity,significant,yes,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,"Kirakira, Solomon Islands",,,842
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.47,7.68,12-04-2014 20:14,no intensity,strong,yes,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",,,889
"M 6.6 - 15 km N of Belén, Nicaragua",6.47,6.74,11-04-2014 20:29,significant,average,yes,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,"Belén, Nicaragua",,Nicaragua,677
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.4,6.62,11-04-2014 08:16,no intensity,significant,yes,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,"Panguna, Papua New Guinea",,,650
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",6.98,7.2,11-04-2014 07:07,no intensity,strong,yes,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",,Papua New Guinea,776
"M 7.7 - 53 km SW of Iquique, Chile",7.62,7.78,03-04-2014 02:43,very strong,extremely strong,yes,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",,,1057
"M 6.5 - 45 km WSW of Iquique, Chile",6.39,6.6,03-04-2014 01:58,strong,strong,no,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",,,670
"M 6.9 - 90 km WNW of Iquique, Chile",6.78,6.97,01-04-2014 23:57,no intensity,average,no,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",,,732
"M 8.2 - 93 km NW of Iquique, Chile",8.06,8.32,01-04-2014 23:46,extremely strong,very strong,yes,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,"Iquique, Chile",,,1332
"M 6.7 - 63 km WNW of Iquique, Chile",6.6,6.81,16-03-2014 21:16,strong,strong,yes,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,"Iquique, Chile",,,718
"M 6.8 - 77 km WNW of Indianola, California",6.7,6.88,10-03-2014 05:18,average,average,yes,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,"Indianola, California",,,1211
"M 6.5 - 109 km NW of Nago, Japan",6.43,6.6,02-03-2014 20:11,moderate,average,yes,us,0,1.001,17.0,mww,119.0,27.4312,127.367,"Nago, Japan",,,668
"M 6.5 - 171 km NNE of Greenland, Barbados",6.42,6.64,18-02-2014 09:27,average,moderate,yes,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",,,681
"M 6.9 - 272 km ESE of Hotan, China",6.78,7.02,12-02-2014 09:19,light,very strong,no,us,0,7.496,18.0,mww,10.0,35.9053,82.5864,"Hotan, China",Asia,People's Republic of China,733
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.4,6.6,07-02-2014 08:40,no intensity,average,yes,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,"Port-Olry, Vanuatu",,Vanuatu,650
M 6.5 - south of the Kermadec Islands,6.38,6.57,02-02-2014 09:26,no intensity,light,yes,us,0,3.651,22.0,mww,44.26,-32.9076,-177.881,the Kermadec Islands,,,650
"M 6.5 - 32 km W of Sola, Vanuatu",6.37,6.6,01-01-2014 16:03,no intensity,moderate,yes,us,0,3.997,14.0,mww,187.0,-13.8633,167.249,"Sola, Vanuatu",,Vanuatu,650
M 6.5 - Fiji region,6.41,6.63,23-11-2013 07:48,light,moderate,no,us,0,5.194,22.0,mww,371.0,-17.1171,-176.545,Fiji region,,,651
M 7.7 - Scotia Sea,7.61,7.78,17-11-2013 09:04,extremely light,very strong,yes,us,0,8.05,23.0,mww,10.0,-60.2738,-46.4011,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),912
M 6.9 - Scotia Sea,6.78,7.01,16-11-2013 03:34,no intensity,average,yes,us,0,8.284,17.0,mww,9.97,-60.2627,-47.0621,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the),732
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.5,6.73,31-10-2013 23:03,significant,strong,yes,us,0,0.636,31.0,mww,27.0,-30.2921,-71.5215,"Coquimbo, Chile",South America,Chile,723
"M 7.1 - off the east coast of Honshu, Japan",7.01,7.23,25-10-2013 17:10,significant,moderate,yes,us,0,3.968,10.0,mww,35.0,37.1557,144.661,"off the east coast of Honshu, Japan",,,872
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.47,6.72,19-10-2013 17:54,very strong,average,yes,us,0,1.98,44.0,mww,9.45,26.0913,-110.321,"Etchoropo, Mexico",,,692
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.71,6.89,16-10-2013 10:30,no intensity,significant,yes,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,"Panguna, Papua New Guinea",,Papua New Guinea,711
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.02,7.2,15-10-2013 00:12,extremely strong,very strong,yes,us,0,3.144,12.0,mww,19.04,9.8796,124.117,"Sagbayan, Philippines",,Philippines,1092
"M 6.6 - 36 km W of Kíssamos, Greece",6.49,6.71,12-10-2013 13:11,average,significant,no,us,0,1.984,40.0,mww,40.0,35.5142,23.2523,"Kíssamos, Greece",Europe,,691
M 6.7 - Sea of Okhotsk,6.58,6.83,01-10-2013 03:38,no intensity,light,no,us,0,2.958,11.0,mww,573.0,53.1995,152.786,Okhotsk,,,691
"M 6.5 - Kermadec Islands, New Zealand",6.39,6.6,30-09-2013 05:55,no intensity,moderate,yes,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",,,650
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.69,6.92,28-09-2013 07:34,strong,strong,no,us,0,7.359,17.0,mww,12.0,27.1825,65.5052,"Khuzdar, Pakistan",Asia,Pakistan,1005
"M 7.1 - 16 km WSW of Atiquipa, Peru",6.97,7.23,25-09-2013 16:42,very strong,strong,yes,us,0,4.446,17.0,mww,40.0,-15.8385,-74.5112,"Atiquipa, Peru",,Peru,843
"M 7.7 - 113 km NW of Bela, Pakistan",7.61,7.83,24-09-2013 11:29,average,very strong,no,us,0,7.241,17.0,mww,15.0,26.951,65.5009,"Bela, Pakistan",Asia,Pakistan,2015
"M 6.5 - 81 km SSW of Atka, Alaska",6.37,6.62,04-09-2013 02:32,no intensity,significant,yes,us,0,0.735,24.0,mww,20.0,51.5573,-174.767,"Atka, Alaska",,,650
"M 6.5 - Izu Islands, Japan region",6.37,6.61,04-09-2013 00:18,average,light,no,us,0,3.276,26.0,mww,402.0,29.9377,138.833,"Izu Islands, Japan region",,,739
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.37,6.63,01-09-2013 11:52,moderate,average,no,us,0,3.097,11.0,mww,112.0,-7.44,128.221,"Lospalos, Timor Leste",,Indonesia,668
"M 7.0 - 101 km SW of Atka, Alaska",6.87,7.09,30-08-2013 16:25,average,significant,no,us,0,0.624,53.0,mww,29.0,51.537,-175.23,"Atka, Alaska",,,758
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.43,6.58,16-08-2013 02:31,extremely strong,strong,yes,us,0,0.0,0.0,mww,8.2,-41.734,174.152,"Blenheim, New Zealand",,New Zealand,690
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.61,6.8,13-08-2013 15:43,moderate,average,yes,us,0,3.741,22.0,mww,12.0,5.7732,-78.1999,"Bahía Solano, Colombia",,,715
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.39,6.6,21-07-2013 05:09,significant,strong,yes,us,229,0.0,20.0,mww,17.0,-41.704,174.337,"Blenheim, New Zealand",,New Zealand,693
M 7.3 - South Sandwich Islands region,7.19,7.43,15-07-2013 14:03,no intensity,significant,yes,us,398,0.0,43.0,mww,11.0,-60.857,-25.07,South Sandwich Islands region,,United Kingdom of Great Britain and Northern Ireland (the),820
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.51,6.7,07-07-2013 20:30,moderate,significant,no,us,139,0.0,14.0,mww,56.0,-6.029,149.706,"Kandrian, Papua New Guinea",,Papua New Guinea,674
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.22,7.4,07-07-2013 18:35,no intensity,moderate,yes,us,117,0.0,24.0,mww,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",,Papua New Guinea,820
M 6.6 - northern Mid-Atlantic Ridge,6.5,6.72,24-06-2013 22:04,no intensity,strong,yes,us,111,0.0,16.0,mww,10.0,10.701,-42.594,northern Mid-Atlantic Ridge,,,670
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.38,6.64,15-06-2013 17:34,average,significant,yes,us,698,0.0,27.0,mww,30.0,11.763,-86.926,"Masachapa, Nicaragua",,,679
"M 6.7 - south of Java, Indonesia",6.62,6.79,13-06-2013 16:47,average,moderate,no,us,515,0.0,24.0,mww,9.0,-10.004,107.236,"Java, Indonesia",,,710
M 6.7 - Sea of Okhotsk,6.58,6.79,24-05-2013 14:56,no intensity,light,yes,us,217,0.0,25.2,mwb,624.0,52.235,151.444,Okhotsk,,,691
M 8.3 - Sea of Okhotsk,8.19,8.38,24-05-2013 05:44,average,average,yes,us,385,0.0,10.0,mww,598.1,54.892,153.221,Okhotsk,,,1115
"M 7.4 - 292 km SW of Vaini, Tonga",7.32,7.48,23-05-2013 17:19,no intensity,significant,yes,us,626,0.0,16.0,mww,173.7,-23.009,-177.232,"Vaini, Tonga",,,842
"M 6.8 - Pagan region, Northern Mariana Islands",6.72,6.88,14-05-2013 00:32,no intensity,light,no,us,131,0.0,18.0,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",,,711
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.38,6.6,23-04-2013 23:14,no intensity,significant,yes,us,264,0.0,16.6,mww,10.0,-3.898,152.127,"Rabaul, Papua New Guinea",,Papua New Guinea,650
"M 6.6 - 56 km WSW of Linqiong, China",6.51,6.69,20-04-2013 00:02,very strong,very strong,no,us,548,0.0,12.6,mww,14.0,30.308,102.888,"Linqiong, China",Asia,People's Republic of China,2083
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.11,7.32,19-04-2013 03:05,average,strong,yes,us,770,0.0,10.1,mww,110.0,46.221,150.788,"Kuril’sk, Russia",Asia,Russia,804
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.5,6.67,16-04-2013 22:55,strong,strong,yes,us,445,0.0,11.0,mww,13.0,-3.214,142.542,"Aitape, Papua New Guinea",,Papua New Guinea,672
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.61,7.8,16-04-2013 10:44,very strong,very strong,no,us,506,0.0,26.6,mww,80.0,28.033,61.996,"Kh?sh, Iran",Asia,Iran,1421
